Review_Id,outlet_product_id_,customer_id_, Review,negative,neutral,positive,sentiment,rev
236,187,14,"If it were possible to give them zero stars, they'd have it.",0.0,100.0,0.0,neu,possible give zero stars  d 
237,229,14,"The descriptions said ""yum yum sauce"" and another said ""eel sauce"", yet another said ""spicy mayo""...well NONE of the rolls had sauces on them.",0.0,92.5,7.5,neu,descriptions said  yum yum sauce  another said  eel sauce   yet another said  spicy mayo   well NONE rolls sauces 
238,385,14,"I'd say that would be the hardest decision... Honestly, all of M's dishes taste how they are supposed to taste (amazing).",0.0,68.8,31.2,neu,d say would hardest decision  Honestly  s dishes taste supposed taste  amazing  
239,189,14,If she had not rolled the eyes we may have stayed... Not sure if we will go back and try it again.,0.0,79.60000000000001,20.4,neu,rolled eyes may stayed  sure go back try 
240,230,14,"Everyone is very attentive, providing excellent customer service.",0.0,65.4,34.599999999999994,neu,Everyone attentive  providing excellent customer service 
241,20,14,Horrible - don't waste your time and money.,32.300000000000004,46.2,21.5,neu,Horrible  nt waste time money 
242,229,14,Now this dish was quite flavourful.,0.0,100.0,0.0,neu,dish quite flavourful 
243,23,14,By this time our side of the restaurant was almost empty so there was no excuse.,20.0,66.4,13.6,neu,time side restaurant almost empty excuse 
244,17,14,"(It wasn't busy either) Also, the building was FREEZING cold.",17.599999999999998,82.39999999999999,0.0,neu, nt busy either  Also  building FREEZING cold 
245,226,14,"like the other reviewer said ""you couldn't pay me to eat at this place again.""",0.0,70.3,29.7,neu,like reviewer said  could nt pay eat place  
246,4,14,-Drinks took close to 30 minutes to come out at one point.,0.0,100.0,0.0,neu,Drinks took close 30 minutes come one point 
247,7,14,"Seriously flavorful delights, folks.",19.5,46.0,34.5,neu,Seriously flavorful delights  folks 
248,232,15,Much better than the other AYCE sushi place I went to in Vegas.,0.0,70.7,29.3,neu,Much better AYCE sushi place went Vegas 
249,179,15,The lighting is just dark enough to set the mood.,0.0,100.0,0.0,neu,lighting dark enough set mood 
250,10,15,Based on the sub-par service I received and no effort to show their gratitude for my business I won't be going back.,0.0,78.4,21.6,neu,Based subpar service received effort show gratitude business wo nt going back 
251,12,15,Owner's are really great people.!,0.0,56.2,43.8,neu,Owner s really great people  
252,637,15,There is nothing privileged about working/eating there.,44.5,55.50000000000001,0.0,neu,nothing privileged workingeating 
253,394,15,The Greek dressing was very creamy and flavorful.,0.0,100.0,0.0,neu,Greek dressing creamy flavorful 
254,639,15,"Overall, I don't think that I would take my parents to this place again because they made most of the similar complaints that I silently felt too.",17.2,82.8,0.0,neu,Overall  nt think would take parents place made similar complaints silently felt 
255,302,15,Now the pizza itself was good the peanut sauce was very tasty.,0.0,63.3,36.7,neu,pizza good peanut sauce tasty 
256,299,15,We had 7 at our table and the service was pretty fast.,0.0,61.0,39.0,neu,7 table service pretty fast 
257,179,15,Fantastic service here.,0.0,35.7,64.3,pos,Fantastic service 
258,643,15,I as well would've given godfathers zero stars if possible.,0.0,79.2,20.8,neu,well would ve given godfathers zero stars possible 
259,190,15,They know how to make them here.,0.0,100.0,0.0,neu,know make 
260,635,15,very tough and very short on flavor!,37.4,62.6,0.0,neu,tough short flavor 
261,233,15,I hope this place sticks around.,0.0,57.99999999999999,42.0,neu,hope place sticks around 
262,13,15,"I have been in more than a few bars in Vegas, and do not ever recall being charged for tap water.",18.4,81.6,0.0,neu,bars Vegas  ever recall charged tap water 
263,17,15,The restaurant atmosphere was exquisite.,0.0,100.0,0.0,neu,restaurant atmosphere exquisite 
264,4,15,"Good service, very clean, and inexpensive, to boot!",0.0,54.3,45.7,neu,Good service  clean  inexpensive  boot 
265,300,15,The seafood was fresh and generous in portion.,0.0,34.9,65.10000000000001,pos,seafood fresh generous portion 
266,393,15,"Plus, it's only 8 bucks.",0.0,100.0,0.0,neu,Plus  s 8 bucks 
267,5,15,"The service was not up to par, either.",0.0,100.0,0.0,neu,service par  either 
268,309,15,"Thus far, have only visited twice and the food was absolutely delicious each time.",0.0,69.3,30.7,neu,Thus far  visited twice food absolutely delicious time 
269,772,16,Just as good as when I had it more than a year ago!,0.0,48.4,51.6,pos,good year ago 
270,1044,16,"For a self proclaimed coffee cafe, I was wildly disappointed.",30.7,69.3,0.0,neu,self proclaimed coffee cafe  wildly disappointed 
271,760,16,The Veggitarian platter is out of this world!,0.0,100.0,0.0,neu,Veggitarian platter world 
272,284,16,You cant go wrong with any of the food here.,0.0,61.0,39.0,neu,cant go wrong food 
273,767,16,You can't beat that.,0.0,100.0,0.0,neu,ca nt beat 
274,203,16,"Stopped by this place while in Madison for the Ironman, very friendly, kind staff.",12.3,45.2,42.6,neu,Stopped place Madison Ironman  friendly  kind staff 
275,692,16,The chefs were friendly and did a good job.,0.0,33.0,67.0,pos,chefs friendly good job 
276,577,16,"I've had better, not only from dedicated boba tea spots, but even from Jenni Pho.",0.0,62.9,37.1,neu,ve better  dedicated boba tea spots  even Jenni Pho 
277,1047,16,I liked the patio and the service was outstanding.,0.0,30.6,69.39999999999999,pos,liked patio service outstanding 
278,690,16,The goat taco didn't skimp on the meat and wow what FLAVOR!,32.5,67.5,0.0,neu,goat taco nt skimp meat wow FLAVOR 
279,684,16,I think not again,0.0,100.0,0.0,neu,think
280,682,16,I had the mac salad and it was pretty bland so I will not be getting that again.,0.0,61.0,39.0,neu,mac salad pretty bland getting 
281,575,16,I went to Bachi Burger on a friend's recommendation and was not disappointed.,25.2,48.8,26.0,neu,went Bachi Burger friend s recommendation disappointed 
282,682,16,Service stinks here!,53.400000000000006,46.6,0.0,neg,Service stinks 
283,401,17,I waited and waited.,0.0,100.0,0.0,neu,waited waited 
284,399,17,"This place is not quality sushi, it is not a quality restaurant.",0.0,100.0,0.0,neu,place quality sushi  quality restaurant 
285,664,17,I would definitely recommend the wings as well as the pizza.,0.0,35.4,64.60000000000001,pos,would definitely recommend wings well pizza 
286,544,17,Great Pizza and Salads!,0.0,40.6,59.4,pos,Great Pizza Salads 
287,1248,17,Things that went wrong: - They burned the saganaki.,30.7,69.3,0.0,neu,Things went wrong   burned saganaki 
288,666,17,We waited an hour for what was a breakfast I could have done 100 times better at home.,0.0,75.6,24.4,neu,waited hour breakfast could done 100 times better home 
289,673,17,This place is amazing!,0.0,32.800000000000004,67.2,pos,place amazing 
290,553,17,"I hate to disagree with my fellow Yelpers, but my husband and I were so disappointed with this place.",61.0,39.0,0.0,neg,hate disagree fellow Yelpers  husband disappointed place 
291,1255,17,Waited 2 hours & never got either of our pizzas as many other around us who came in later did!,0.0,100.0,0.0,neu,Waited 2 hours  never got either pizzas many around us came later 
292,671,17,Just don't know why they were so slow.,0.0,100.0,0.0,neu,nt know slow 
293,1247,17,"The staff is great, the food is delish, and they have an incredible beer selection.",0.0,68.7,31.3,neu,staff great  food delish  incredible beer selection 
294,550,17,"I live in the neighborhood so I am disappointed I won't be back here, because it is a convenient location.",25.6,74.4,0.0,neu,live neighborhood disappointed wo nt back  convenient location 
295,401,17,I didn't know pulled pork could be soooo delicious.,0.0,65.4,34.599999999999994,neu,nt know pulled pork could soooo delicious 
296,183,18,"You get incredibly fresh fish, prepared with care.",0.0,39.4,60.6,pos,get incredibly fresh fish  prepared care 
297,19,18,Before I go in to why I gave a 1 star rating please know that this was my third time eating at Bachi burger before writing a review.,0.0,85.9,14.099999999999998,neu,go gave 1 star rating please know third time eating Bachi burger writing review 
298,185,18,I love the fact that everything on their menu is worth it.,0.0,39.6,60.4,pos,love fact everything menu worth 
299,184,18,Never again will I be dining at this place!,0.0,100.0,0.0,neu,Never dining place 
300,16,18,The food was excellent and service was very good.,0.0,31.2,68.8,pos,food excellent service good 
301,191,18,Good beer & drink selection and good food selection.,0.0,54.7,45.3,neu,Good beer  drink selection good food selection 
302,190,18,Please stay away from the shrimp stir fried noodles.,0.0,75.3,24.7,neu,Please stay away shrimp stir fried noodles 
303,176,18,The potato chip order was sad... I could probably count how many chips were in that box and it was probably around 12.,18.1,81.89999999999999,0.0,neu,potato chip order sad  could probably count many chips box probably around 12 
304,196,18,Food was really boring.,46.400000000000006,53.6,0.0,neu,Food really boring 
305,190,18,Good Service-check!,0.0,38.5,61.5,pos,Good Servicecheck 
306,233,18,This greedy corporation will NEVER see another dime from me!,30.2,69.8,0.0,neu,greedy corporation NEVER see another dime 
307,198,18,"Will never, ever go back.",0.0,100.0,0.0,neu,never  ever go back 
308,13,18,"As much as I'd like to go back, I can't get passed the atrocious service and will never return.",0.0,84.8,15.2,neu,much d like go back  ca nt get passed atrocious service never return 
309,11,18,"In the summer, you can dine in a charming outdoor patio - so very delightful.",0.0,47.9,52.1,pos,summer  dine charming outdoor patio  delightful 
310,226,18,I did not expect this to be so good!,0.0,38.5,61.5,pos,expect good 
311,234,18,Fantastic food!,0.0,33.900000000000006,66.10000000000001,pos,Fantastic food 
312,308,18,She ordered a toasted English muffin that came out untoasted.,0.0,100.0,0.0,neu,ordered toasted English muffin came untoasted 
313,224,18,The food was very good.,0.0,40.8,59.2,pos,food good 
314,391,18,Never going back.,0.0,100.0,0.0,neu,Never going back 
315,387,18,"Great food for the price, which is very high quality and house made.",0.0,66.10000000000001,33.900000000000006,neu,Great food price  high quality house made 
316,387,18,The bus boy on the other hand was so rude.,32.6,32.6,34.8,pos,bus boy hand rude 
317,304,18,"By this point, my friends and I had basically figured out this place was a joke and didn't mind making it publicly and loudly known.",0.0,69.39999999999999,30.6,neu,point  friends basically figured place joke nt mind making publicly loudly known 
318,449,19,"Back to good BBQ, lighter fare, reasonable pricing and tell the public they are back to the old ways.",0.0,82.8,17.2,neu,Back good BBQ  lighter fare  reasonable pricing tell public back old ways 
319,113,19,"And considering the two of us left there very full and happy for about $20, you just can't go wrong.",0.0,65.7,34.300000000000004,neu,considering two us left full happy  20  ca nt go wrong 
320,422,19,All the bread is made in-house!,0.0,100.0,0.0,neu,bread made inhouse 
321,602,19,The only downside is the service.,50.0,50.0,0.0,neg,downside service 
322,504,19,"Also, the fries are without a doubt the worst fries I've ever had.",28.9,56.3,14.8,neu,Also  fries without doubt worst fries ve ever 
323,238,19,Service was exceptional and food was a good as all the reviews.,0.0,61.1,38.9,neu,Service exceptional food good reviews 
324,246,19,"A couple of months later, I returned and had an amazing meal.",0.0,64.8,35.2,neu,couple months later  returned amazing meal 
325,246,19,Favorite place in town for shawarrrrrrma!!!!!!,0.0,68.30000000000001,31.7,neu,Favorite place town shawarrrrrrma      
326,419,19,The black eyed peas and sweet potatoes... UNREAL!,0.0,68.0,32.0,neu,black eyed peas sweet potatoes  UNREAL 
327,239,19,You won't be disappointed.,0.0,54.0,46.0,neu,wo nt disappointed 
328,502,19,"They could serve it with just the vinaigrette and it may make for a better overall dish, but it was still very good.",0.0,63.3,36.7,neu,could serve vinaigrette may make better overall dish  still good 
329,595,19,"I go to far too many places and I've never seen any restaurant that serves a 1 egg breakfast, especially for $4.00.",0.0,100.0,0.0,neu,go far many places ve never seen restaurant serves 1 egg breakfast  especially  400 
330,430,19,When my mom and I got home she immediately got sick and she only had a few bites of salad.,29.2,70.8,0.0,neu,mom got home immediately got sick bites salad 
331,508,19,The servers are not pleasant to deal with and they don't always honor Pizza Hut coupons.,18.9,57.4,23.7,neu,servers pleasant deal nt always honor Pizza Hut coupons 
332,427,19,"Both of them were truly unbelievably good, and I am so glad we went back.",0.0,34.8,65.2,pos,truly unbelievably good  glad went back 
333,507,19,"We had fantastic service, and were pleased by the atmosphere.",0.0,38.1,61.9,pos,fantastic service  pleased atmosphere 
334,109,19,Everything was gross.,60.8,39.2,0.0,neg,Everything gross 
335,235,19,I love this place.,0.0,32.300000000000004,67.7,pos,love place 
336,113,19,Great service and food.,0.0,42.3,57.7,pos,Great service food 
337,247,19,First - the bathrooms at this location were dirty- Seat covers were not replenished & just plain yucky!!!,35.4,64.60000000000001,0.0,neu,First  bathrooms location dirty Seat covers replenished  plain yucky   
338,504,19,"The burger... I got the ""Gold Standard"" a $17 burger and was kind of disappointed.",17.7,62.9,19.4,neu,burger  got  Gold Standard   17 burger kind disappointed 
339,259,20,"OMG, the food was delicioso!",0.0,100.0,0.0,neu,OMG  food delicioso 
340,255,20,There is nothing authentic about this place.,0.0,100.0,0.0,neu,nothing authentic place 
341,249,20,the spaghetti is nothing special whatsoever.,36.1,63.9,0.0,neu,spaghetti nothing special whatsoever 
342,252,20,"Of all the dishes, the salmon was the best, but all were great.",0.0,37.6,62.4,pos,dishes  salmon best  great 
343,255,20,The vegetables are so fresh and the sauce feels like authentic Thai.,0.0,55.60000000000001,44.4,neu,vegetables fresh sauce feels like authentic Thai 
344,255,20,It's worth driving up from Tucson!,0.0,64.60000000000001,35.4,neu,s worth driving Tucson 
345,255,20,The selection was probably the worst I've seen in Vegas.....there was none.,33.900000000000006,66.10000000000001,0.0,neu,selection probably worst ve seen Vegas  none 
346,255,20,Pretty good beer selection too.,0.0,33.0,67.0,pos,Pretty good beer selection 
347,258,20,"This place is like Chipotle, but BETTER.",0.0,39.5,60.5,pos,place like Chipotle  BETTER 
348,256,20,"Classy/warm atmosphere, fun and fresh appetizers, succulent steaks (Baseball steak!!!!!",0.0,68.89999999999999,31.1,neu,Classywarm atmosphere  fun fresh appetizers  succulent steaks  Baseball steak     
349,255,20,5 stars for the brick oven bread app!,0.0,100.0,0.0,neu,5 stars brick oven bread app 
350,255,20,"I have eaten here multiple times, and each time the food was delicious.",0.0,65.4,34.599999999999994,neu,eaten multiple times  time food delicious 
351,255,20,We sat another ten minutes and finally gave up and left.,0.0,100.0,0.0,neu,sat another ten minutes finally gave left 
352,250,20,He was terrible!,77.2,22.8,0.0,neg,terrible 
353,249,20,Everyone is treated equally special.,0.0,59.7,40.3,neu,Everyone treated equally special 
354,259,20,It shouldn't take 30 min for pancakes and eggs.,0.0,100.0,0.0,neu,nt take 30 min pancakes eggs 
355,250,20,It was delicious!!!,0.0,39.6,60.4,pos,delicious   
356,255,20,"On the good side, the staff was genuinely pleasant and enthusiastic - a real treat.",0.0,36.6,63.4,pos,good side  staff genuinely pleasant enthusiastic  real treat 
357,249,20,"Sadly, Gordon Ramsey's Steak is a place we shall sharply avoid during our next trip to Vegas.",29.4,70.6,0.0,neu,Sadly  Gordon Ramsey s Steak place shall sharply avoid next trip Vegas 
358,261,21,As always the evening was wonderful and the food delicious!,0.0,34.2,65.8,pos,always evening wonderful food delicious 
359,319,21,Best fish I've ever had in my life!,0.0,52.7,47.3,neu,Best fish ve ever life 
360,270,21,(The bathroom is just next door and very nice.),0.0,68.2,31.8,neu, bathroom next door nice  
361,274,21,The buffet is small and all the food they offered was BLAND.,0.0,100.0,0.0,neu,buffet small food offered BLAND 
362,314,21,This is an Outstanding little restaurant with some of the Best Food I have ever tasted.,0.0,43.1,56.89999999999999,pos,Outstanding little restaurant Best Food ever tasted 
363,321,21,Pretty cool I would say.,0.0,35.3,64.7,pos,Pretty cool would say 
364,318,21,Definitely a turn off for me & i doubt I'll be back unless someone else is buying.,17.599999999999998,63.4,19.0,neu,Definitely turn  doubt ll back unless someone else buying 
365,260,21,Server did a great job handling our large rowdy table.,0.0,63.1,36.9,neu,Server great job handling large rowdy table 
366,315,21,"I find wasting food to be despicable, but this just wasn't food.",27.800000000000004,72.2,0.0,neu,find wasting food despicable  nt food 
367,266,21,My wife had the Lobster Bisque soup which was lukewarm.,0.0,100.0,0.0,neu,wife Lobster Bisque soup lukewarm 
368,312,21,Would come back again if I had a sushi craving while in Vegas.,0.0,100.0,0.0,neu,Would come back sushi craving Vegas 
369,266,21,"The staff are great, the ambiance is great.",0.0,32.800000000000004,67.2,pos,staff great  ambiance great 
370,323,21,He deserves 5 stars.,0.0,100.0,0.0,neu,deserves 5 stars 
371,267,21,I left with a stomach ache and felt sick the rest of the day.,49.6,50.4,0.0,neu,left stomach ache felt sick rest day 
372,269,21,They dropped more than the ball.,0.0,100.0,0.0,neu,dropped ball 
373,318,21,"The dining space is tiny, but elegantly decorated and comfortable.",0.0,49.2,50.8,pos,dining space tiny  elegantly decorated comfortable 
374,268,21,"They will customize your order any way you'd like, my usual is Eggplant with Green Bean stir fry, love it!",0.0,65.0,35.0,neu,customize order way d like  usual Eggplant Green Bean stir fry  love 
375,319,21,And the beans and rice were mediocre at best.,0.0,48.8,51.2,pos,beans rice mediocre best 
376,318,21,Best tacos in town by far!!,0.0,51.1,48.9,neu,Best tacos town far  
377,318,21,I took back my money and got outta there.,0.0,100.0,0.0,neu,took back money got outta 
378,313,21,"In an interesting part of town, this place is amazing.",0.0,43.5,56.49999999999999,pos,interesting part town  place amazing 
379,314,21,RUDE & INCONSIDERATE MANAGEMENT.,71.1,28.9,0.0,neg,RUDE  INCONSIDERATE MANAGEMENT 
380,313,21,"The staff are now not as friendly, the wait times for being served are horrible, no one even says hi for the first 10 minutes.",16.900000000000002,67.60000000000001,15.5,neu,staff friendly  wait times served horrible  one even says hi first 10 minutes 
381,269,21,I won't be back.,0.0,100.0,0.0,neu,wo nt back 
382,322,21,They have great dinners.,0.0,32.800000000000004,67.2,pos,great dinners 
383,260,21,The service was outshining & I definitely recommend the Halibut.,0.0,49.0,51.0,pos,service outshining  definitely recommend Halibut 
384,1051,22,The food was terrible.,60.8,39.2,0.0,neg,food terrible 
385,1051,22,WILL NEVER EVER GO BACK AND HAVE TOLD MANY PEOPLE WHAT HAD HAPPENED.,0.0,100.0,0.0,neu,NEVER EVER GO BACK TOLD MANY PEOPLE HAPPENED 
386,679,22,I don't recommend unless your car breaks down in front of it and you are starving.,45.0,55.00000000000001,0.0,neu,nt recommend unless car breaks front starving 
387,683,22,I will come back here every time I'm in Vegas.,0.0,100.0,0.0,neu,come back every time m Vegas 
388,692,22,This place deserves one star and 90% has to do with the food.,0.0,100.0,0.0,neu,place deserves one star 90  food 
389,568,22,This is a disgrace.,76.2,23.8,0.0,neg,disgrace 
390,1051,22,Def coming back to bowl next time,0.0,100.0,0.0,neu,Def coming back bowl next time
391,688,22,"If you want healthy authentic or ethic food, try this place.",0.0,63.6,36.4,neu,want healthy authentic ethic food  try place 
392,1050,22,I will continue to come here on ladies night andddd date night ... highly recommend this place to anyone who is in the area.,0.0,82.3,17.7,neu,continue come ladies night andddd date night  highly recommend place anyone area 
393,1047,22,"I have been here several times in the past, and the experience has always been great.",0.0,63.1,36.9,neu,several times past  experience always great 
394,1049,22,We walked away stuffed and happy about our first Vegas buffet experience.,0.0,68.4,31.6,neu,walked away stuffed happy first Vegas buffet experience 
395,769,22,Service was excellent and prices are pretty reasonable considering this is Vegas and located inside the Crystals shopping mall by Aria.,0.0,63.5,36.5,neu,Service excellent prices pretty reasonable considering Vegas located inside Crystals shopping mall Aria 
396,1048,22,"To summarize... the food was incredible, nay, transcendant... but nothing brings me joy quite like the memory of the pneumatic condiment dispenser.",13.4,74.3,12.2,neu,summarize  food incredible  nay  transcendant  nothing brings joy quite like memory pneumatic condiment dispenser 
397,571,22,I'm probably one of the few people to ever go to Ians and not like it.,0.0,76.2,23.8,neu,m probably one people ever go Ians like 
398,688,22,Kids pizza is always a hit too with lots of great side dish options for the kiddos!,0.0,69.5,30.5,neu,Kids pizza always hit lots great side dish options kiddos 
399,580,22,Service is perfect and the family atmosphere is nice to see.,0.0,43.5,56.49999999999999,pos,Service perfect family atmosphere nice see 
400,279,22,Cooked to perfection and the service was impeccable.,0.0,51.9,48.1,neu,Cooked perfection service impeccable 
401,127,23,This one is simply a disappointment.,52.400000000000006,47.6,0.0,neg,one simply disappointment 
402,493,23,"Overall, I was very disappointed with the quality of food at Bouchon.",34.1,65.9,0.0,neu,Overall  disappointed quality food Bouchon 
403,1192,23,I don't have to be an accountant to know I'm getting screwed!,36.8,63.2,0.0,neu,nt accountant know m getting screwed 
404,724,23,"Great place to eat, reminds me of the little mom and pop shops in the San Francisco Bay Area.",0.0,76.0,24.0,neu,Great place eat  reminds little mom pop shops San Francisco Bay Area 
405,662,23,Today was my first taste of a Buldogis Gourmet Hot Dog and I have to tell you it was more than I ever thought possible.,0.0,100.0,0.0,neu,Today first taste Buldogis Gourmet Hot Dog tell ever thought possible 
406,334,23,Left very frustrated.,63.0,37.0,0.0,neg,Left frustrated 
407,848,23,I'll definitely be in soon again.,0.0,52.6,47.4,neu,ll definitely soon 
408,29,23,Food was really good and I got full petty fast.,16.400000000000002,54.6,29.0,neu,Food really good got full petty fast 
409,87,23,Service was fantastic.,0.0,35.7,64.3,pos,Service fantastic 
410,624,23,TOTAL WASTE OF TIME.,60.3,39.7,0.0,neg,TOTAL WASTE TIME 
411,1086,23,I don't know what kind it is but they have the best iced tea.,55.1,44.9,0.0,neg,nt know kind best iced tea 
412,828,23,"Come hungry, leave happy and stuffed!",11.8,49.1,39.2,neu,Come hungry  leave happy stuffed 
413,861,23,"For service, I give them no stars.",0.0,100.0,0.0,neu,service  give stars 
414,42,23,I can assure you that you won't be disappointed.,0.0,37.7,62.3,pos,assure wo nt disappointed 
415,120,23,I can take a little bad service but the food sucks.,53.3,46.7,0.0,neg,take little bad service food sucks 
416,119,23,Gave up trying to eat any of the crust (teeth still sore).,21.7,78.3,0.0,neu,Gave trying eat crust  teeth still sore  
417,633,24,But now I was completely grossed out.,45.8,54.2,0.0,neu,completely grossed 
418,305,24,I really enjoyed eating here.,0.0,45.5,54.50000000000001,pos,really enjoyed eating 
419,386,24,First time going but I think I will quickly become a regular.,0.0,100.0,0.0,neu,First time going think quickly become regular 
420,306,24,"Our server was very nice, and even though he looked a little overwhelmed with all of our needs, he stayed professional and friendly until the end.",5.7,62.9,31.4,neu,server nice  even though looked little overwhelmed needs  stayed professional friendly end 
421,16,24,From what my dinner companions told me...everything was very fresh with nice texture and taste.,0.0,61.1,38.9,neu,dinner companions told  everything fresh nice texture taste 
422,393,24,"On the ground, right next to our table was a large, smeared, been-stepped-in-and-tracked-everywhere pile of green bird poop.",0.0,100.0,0.0,neu,ground  right next table large  smeared  beensteppedinandtrackedeverywhere pile green bird poop 
423,5,24,"Furthermore, you can't even find hours of operation on the website!",0.0,100.0,0.0,neu,Furthermore  ca nt even find hours operation website 
424,21,24,We've tried to like this place but after 10+ times I think we're done with them.,0.0,78.3,21.7,neu,ve tried like place 10 times think re done 
425,197,24,What a mistake that was!,72.89999999999999,27.1,0.0,neg,mistake 
426,231,24,No complaints!,74.9,25.1,0.0,neg,complaints 
427,199,24,This is some seriously good pizza and I'm an expert/connisseur on the topic.,17.7,52.1,30.2,neu,seriously good pizza m expertconnisseur topic 
428,303,24,Waiter was a jerk.,54.50000000000001,45.5,0.0,neg,Waiter jerk 
429,299,24,"Strike 2, who wants to be rushed.",23.1,76.9,0.0,neu,Strike 2  wants rushed 
430,8,24,These are the nicest restaurant owners I've ever come across.,0.0,68.60000000000001,31.4,neu,nicest restaurant owners ve ever come across 
431,16,24,I never come again.,0.0,100.0,0.0,neu,never come 
432,234,24,We loved the biscuits!!!,0.0,45.6,54.400000000000006,pos,loved biscuits   
433,197,24,Service is quick and friendly.,0.0,48.4,51.6,pos,Service quick friendly 
434,315,25,Ordered an appetizer and took 40 minutes and then the pizza another 10 minutes.,0.0,100.0,0.0,neu,Ordered appetizer took 40 minutes pizza another 10 minutes 
435,321,25,So absolutley fantastic.,0.0,35.7,64.3,pos,absolutley fantastic 
436,318,25,It was a huge awkward 1.5lb piece of cow that was 3/4ths gristle and fat.,14.7,64.2,21.1,neu,huge awkward 15lb piece cow 34ths gristle fat 
437,318,25,definitely will come back here again.,0.0,52.6,47.4,neu,definitely come back 
438,317,25,I like Steiners because it's dark and it feels like a bar.,0.0,54.50000000000001,45.5,neu,like Steiners s dark feels like bar 
439,265,25,Wow very spicy but delicious.,0.0,21.1,78.9,pos,Wow spicy delicious 
440,263,25,"If you're not familiar, check it out.",0.0,100.0,0.0,neu,re familiar  check 
441,315,25,I'll take my business dinner dollars elsewhere.,0.0,100.0,0.0,neu,ll take business dinner dollars elsewhere 
442,320,25,I'd love to go back.,0.0,48.8,51.2,pos,d love go back 
443,269,25,"Anyway, this FS restaurant has a wonderful breakfast/lunch.",0.0,61.9,38.1,neu,Anyway  FS restaurant wonderful breakfastlunch 
444,266,25,Nothing special.,53.0,47.0,0.0,neg,Nothing special 
445,266,25,Each day of the week they have a different deal and it's all so delicious!,0.0,60.0,40.0,neu,day week different deal s delicious 
446,313,25,"Not to mention the combination of pears, almonds and bacon is a big winner!",0.0,66.2,33.800000000000004,neu,mention combination pears  almonds bacon big winner 
447,264,25,Will not be back.,0.0,100.0,0.0,neu,back 
448,267,25,Sauce was tasteless.,0.0,100.0,0.0,neu,Sauce tasteless 
449,315,25,"The food is delicious and just spicy enough, so be sure to ask for spicier if you prefer it that way.",0.0,60.0,40.0,neu,food delicious spicy enough  sure ask spicier prefer way 
450,317,25,My ribeye steak was cooked perfectly and had great mesquite flavor.,0.0,42.0,57.99999999999999,pos,ribeye steak cooked perfectly great mesquite flavor 
451,269,25,I don't think we'll be going back anytime soon.,0.0,100.0,0.0,neu,nt think ll going back anytime soon 
452,325,25,Food was so gooodd.,0.0,100.0,0.0,neu,Food gooodd 
453,325,25,I am far from a sushi connoisseur but I can definitely tell the difference between good food and bad food and this was certainly bad food.,29.2,37.5,33.300000000000004,neu,far sushi connoisseur definitely tell difference good food bad food certainly bad food 
454,262,25,I was so insulted.,76.7,23.3,0.0,neg,insulted 
455,262,25,The last 3 times I had lunch here has been bad.,41.2,58.8,0.0,neu,last 3 times lunch bad 
456,320,25,The chicken wings contained the driest chicken meat I have ever eaten.,0.0,100.0,0.0,neu,chicken wings contained driest chicken meat ever eaten 
457,260,25,"The food was very good and I enjoyed every mouthful, an enjoyable relaxed venue for couples small family groups etc.",0.0,47.2,52.8,pos,food good enjoyed every mouthful  enjoyable relaxed venue couples small family groups etc 
458,621,26,Nargile - I think you are great.,0.0,49.4,50.6,pos,Nargile  think great 
459,69,26,Best tater tots in the southwest.,0.0,48.8,51.2,pos,Best tater tots southwest 
460,27,26,We loved the place.,0.0,33.900000000000006,66.10000000000001,pos,loved place 
461,710,26,Definitely not worth the $3 I paid.,0.0,46.5,53.5,pos,Definitely worth  3 paid 
462,332,26,The vanilla ice cream was creamy and smooth while the profiterole (choux) pastry was fresh enough.,0.0,74.8,25.2,neu,vanilla ice cream creamy smooth profiterole  choux  pastry fresh enough 
463,1213,26,Im in AZ all the time and now have my new spot.,0.0,100.0,0.0,neu,Im AZ time new spot 
464,613,26,The manager was the worst.,67.2,32.800000000000004,0.0,neg,manager worst 
465,726,26,The inside is really quite nice and very clean.,0.0,37.7,62.3,pos,inside really quite nice clean 
466,58,26,The food was outstanding and the prices were very reasonable.,0.0,50.0,50.0,neu,food outstanding prices reasonable 
467,360,26,I don't think I'll be running back to Carly's anytime soon for food.,0.0,100.0,0.0,neu,nt think ll running back Carly s anytime soon food 
468,1210,26,"This is was due to the fact that it took 20 minutes to be acknowledged, then another 35 minutes to get our food...and they kept forgetting things.",0.0,100.0,0.0,neu,due fact took 20 minutes acknowledged  another 35 minutes get food  kept forgetting things 
469,860,26,"Love the margaritas, too!",0.0,40.0,60.0,pos,Love margaritas  
470,72,26,This was my first and only Vegas buffet and it did not disappoint.,40.3,59.7,0.0,neu,first Vegas buffet disappoint 
471,1078,26,"Very good, though!",0.0,48.4,51.6,pos,good  though 
472,337,26,The one down note is the ventilation could use some upgrading.,0.0,100.0,0.0,neu,one note ventilation could use upgrading 
473,38,26,Great pork sandwich.,0.0,42.3,57.7,pos,Great pork sandwich 
474,1215,26,Don't waste your time here.,0.0,56.3,43.7,neu,nt waste time 
475,153,27,"Total letdown, I would much rather just go to the Camelback Flower Shop and Cartel Coffee.",0.0,100.0,0.0,neu,Total letdown  would much rather go Camelback Flower Shop Cartel Coffee 
476,434,27,"Third, the cheese on my friend's burger was cold.",0.0,68.60000000000001,31.4,neu,Third  cheese friend s burger cold 
